eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199212020006,1992,12,2,,0,,75,Germany,8,Western Europe,Saxony-Anhalt,Magdeburg,52.131076,11.636583,1.0,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government,Foreigner's Hostel,75.0,Germany,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,,0.0,,,0,10.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stones,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199401290002,1994,1,29,,0,,213,Uganda,11,Sub-Saharan Africa,Eastern,Iganga,0.604583,33.471983,1.0,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Government,Residence of local Chief,213.0,Uganda,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,100.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stones,1.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199407230009,1994,7,23,,0,,75,Germany,8,Western Europe,Thuringia,Buchenwald,51.021788,11.246999,1.0,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,81.0,Museum/Cultural Center/Cultural House,Former Death Camp,Museum,75.0,Germany,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,,0.0,,,0,22.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stones,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199410180008,1994,10,18,,0,,93,Indonesia,5,Southeast Asia,Jakarta,Jakarta,-6.2088209999999995,106.846046,1.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28.0,Military Recruiting Station/Academy,National University,In-House military cadet corps,93.0,Indonesia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,12.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,Baseball bats; Arson,0.0,,,4.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199503180010,1995,3,18,,0,,217,United States,1,North America,Colorado,Denver,39.758967999999996,-104.876305,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,Planned Parenthood,Clinic,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,,0.0,,,1,1.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Sledgehammer,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199703040003,1997,3,4,,0,,144,New Zealand,12,Australasia & Oceania,Auckland,Auckland,-36.848459999999996,174.76333200000002,1.0,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Royal New Zealand Yacht Sq,America's Cup,144.0,New Zealand,,,,,,,,,,,,,,,,,Maori,,,,,,,0.0,,,0,1.0,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Sledgehammer,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199904300002,1999,4,30,,0,,185,Spain,8,Western Europe,Basque Country,Irun,43.338233,-1.7892720000000002,1.0,0,,"04/30/1999: At 11:00 am local time, eight hooded individuals attacked a temp agency on Colon Avenue in Irun, Spain. Computers, shelves, and other items were thrown onto the floor in the office, but no one was injured. Jarrai, a pro-ETA Basque separatist youth organization, was suspected in the attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,,Temp Agency in Irun,185.0,Spain,,,,,,,,,,,,,,,,,Jarrai,,,,,,Unknown,1.0,,,0,8.0,,0.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Computers were trashed and shelves were broken,0.0,,,,,,,,,,,,,,,,Jarrai leaders had previously attacked targets of this kind.,"""Spain: Pro-ETA Group Attacks Temp Agency in Irun,"" Madrid ABC, May 1, 1999.",,,CETIS,0,0,0,0,
199911080001,1999,11,8,,1,1999-11-12,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.609324,5.193384,1.0,0,,"11/08/1999: Fourteen unidentified youths armed with machetes boarded a Belize-owned ship near Escravos, Nigeria. They kidnapped an American and a Nigerian citizen. The hostages were freed on 11/12/1999.",1,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,6.0,Hostage Taking (Kidnapping),,,11,Maritime,58.0,Commercial Maritime,,Belize-owned Ship,22.0,Belize,14.0,Private Citizens & Property,71.0,Race/Ethnicity Identified,American citizen,American citizen,217.0,United States,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Nigerian citizen,Nigerian citizen,147.0,Nigeria,Unknown,,,,,,Unknown,0.0,,,0,14.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,The perpetrators used machetes in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,1.0,,4.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,2.0,,"Edward F. Mickolus, Terrorism, 1996-2001: A Chronology, Imprint Westport, CT: Greenwood Press, 2002.",,,CETIS,-9,-9,1,1,
200001040005,2000,1,4,,1,,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.10605600000001,1.0,0,,"01/04/2000: The International Committee of the Red Cross (ICRC) headquarters in Bogota, Colombia was attacked and forty people were taken hostage. The 100 unidentified perpetrators demanded that the government and the ICRC find them new homes. The hostage-takers had left their homes during the Colombian government's war with local rebel groups. There is no information on what happened to the hostages, but the ICRC suspended operations in the country following this attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,6.0,Hostage Taking (Kidnapping),,,12,NGO,62.0,International NGO,International Committee of the Red Cross (ICRC),"ICRC headquarters in Bogota, Colombia",999.0,Multinational,,,,,,,,,,,,,,,,,Unknown,,,,,,The perpetrators wanted the government and the ICRC to find them new homes.,0.0,,,0,100.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Sticks were used in this attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,40.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"Edward F. Mickolus, Terrorism, 1996-2001 : A Chronology, Imprint Westport, CT: Greenwood Press, 2002.",,,CETIS,-9,-9,1,1,
200604120026,2006,4,12,,0,,93,Indonesia,5,Southeast Asia,Jakarta,Jakarta,-6.2088209999999995,106.846046,1.0,0,,"04/12/2006: About 300 protesters of the Islamic Defenders' Front (FPI) attacked Playboy's Jakarta, Indonesia, office several days after the magazine's circulation commenced there by throwing stones at building and shattering windows. There were no casualties.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Playboy Publishing Business,Playboy Office in Jakarta,217.0,United States,,,,,,,,,,,,,,,,,Islamic Defenders' Front (FPI),,,,,,Intimidate Playboy to stop publishing in Indonesia,0.0,,,0,300.0,1.0,-9.0,,,,,,,,,-9.0,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,The protesters threw stones in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The storming of the building caused material damage.,0.0,,,,,,,,,,,,,,,,"The FPI members were demonstrating against a number of issues, including the magazine's American ownership, availability of the magazine in outlets that could not be monitored, and the use of the word ""Playboy"" for the magazine's title. Most employees had left the building when the attack commenced to avoid injury. --A member of Islam Defender's Front, Ali Zaini was taken into custody April 17. The building's management asked Playboy Indonesia publisher to move outside the building and police asked it to leave Jakarta. --The magazine moved its editorial offices to mostly Hindu Bali island. The editor in chief of Playboy went on trial on charges of publishing indecent material the following December.","“Police to Question FPI over Attack on 'Playboy' Office,” The Jakarta Post, April 15, 2006.","“Jakarta: Playboy Office Attacked, Muslim Organisations Demand Magazine Be Banned,” Indonesia -- OSC Report in Indonesian, April 08, 2006.","“Muslim hardliners attack office of Indonesia's Playboy magazine,” Agence France Presse -- English, April 12, 2006..",CETIS,0,1,1,1,
200612310008,2006,12,31,,0,,141,Nepal,6,South Asia,Eastern,Khadgapur,26.540191999999998,86.590034,1.0,0,,"12/31/2006: Members of Janatantrik Terai Mukti Morcha - Jwala Singh (JTMM-J) threw rocks at and then fired upon a van belonging to Kantipur Publications in Khadopul, Saptari, Nepal. JTMM-J's Saptari coordinator claimed credit for the attack, stating that it was in response to Kantipur Publications not giving priority to news related to JTMM. The vehicle was damaged, but passengers inside were not harmed.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Kantipur Publications,Van with passengers inside,141.0,Nepal,,,,,,,,,,,,,,,,,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),,,,,,The publication was not giving priority to news related to JTMM-J,0.0,,,0,5.0,0.0,1.0,8.0,Personal claim,,,,,,,0.0,9,Melee,21.0,Blunt Object,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,"The attackers first threw rocks at the vehicle, damaging it, and then later fired on the vehicle.",0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,The front and sides of the vehicle were damaged by thrown stones.,0.0,,,,,,,,,,,,,,,,,"""JTMM opens fire on Kantipur vehicle,"" ekantipur.com, December 31, 2006",,,UMD JTMM Nepal 2012,0,0,0,0,
200806030015,2008,6,3,,0,,92,India,6,South Asia,Chhattisgarh,Narayanpur district,19.723535000000002,81.242411,3.0,0,"The attack occurred in Mahimangwadi and Chotedonagar area on the Orcha Road in Narayanpur, Chhattisgarh, India","06/03/2008: On Tuesday, 25 - 30 Communist Party of India Maoist militants pulled down 14 electricity poles in the Mahimangwadi and Chotedonagar area on the Orcha Road in Narayanpur, Chhattisgarh, India. No casualties were reported.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,,Fourteen electricity poles,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,27.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Iron rods were used to dig up the base of the poles.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,An unknown amount of damage was done to the electricity poles.,0.0,,,,,,,,,,,,,,,,,"South Asia Terrorism Portal, ""Maoists Pull Down 14 Electricity Poles in Chhattisgarh,"" South Asia Terrorism Portal, http://www.satp.org/satporgtp/detailed_news.asp?date1=6/5/2008#10http://www.satp.org/satporgtp/detailed_news.asp?date1=6/5/2008#10.","Lexis Nexis, ""Maoists Uproot Electric Lines to 50 Central India Villages,"" BBC Monitoring South Asia, June 4, 2008.",,ISVG,0,0,0,0,
201106010010,2011,6,1,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Cizre district,37.332695,42.104851000000004,3.0,0,,"06/01/2011: On Wednesday, in the Cizre sub district of Sirnak, Turkey, Turkey, a group of 100 Kurdistan Workers Party (PKK) members attacked the 13th century Red Madrassa with stones. The PKK members were attending a concert organized by the Peace and Democracy Party on a field near the building. Reports from the region said the attackers broke into the building and damaged the interior as well. All of the windows on the building were shattered in the attack, and no group has claimed responsibility.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Red Madrassa,The 13th century Red Madrassa,209.0,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers' Party (PKK),,,,,,The specific motive for the attack is unknown.,1.0,,,0,100.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stones were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack shattered all the windows and damaged the interior of the Red Madrassa.,0.0,,,,,,,,,,,,,,,,,"Today's Zaman, ""PKK Supporters Attack Historic Shrine in Cizre,"" Today's Zaman, June 1, 2011, http://www.todayszaman.com/news-245846--pkk-supporters-attack-historic-shrine-in-cizre.html.","PKK Terrorism, ""PKK Supporters Attack Historic Shrine in Cizre,"" http://www.pkkterrorism.org/2011/06/01/pkk-supporters-attack-historic-shrine-in-cizre/ (June 1, 2011).",,ISVG,0,0,0,0,
201305220034,2013,5,22,,0,,603,United Kingdom,8,Western Europe,England,Braintree,51.879564,0.552725,1.0,0,,"05/22/2013: An assailant threw a smoke grenade into the Al Falah Braintree Islamic Centre in Braintree town, England, United Kingdom. The assailant then brandished knives and shouted, ""Where is your Allah now?"" There were no reported injuries or damages resulting from the attack. No group claimed responsibility for the incident, but the assailant was arrested before he had a chance to flee.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Al Falah Braintree Islamic Centre,Mosque,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,12.0,Other,,,,,,,,,,,A smoke bomb and two knives were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Braintree Mosque in shock after attack,"" Essex Enquirer, May 29, 2013.",,,START Primary Collection,-9,-9,1,1,
201405040041,2014,5,4,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.481438,30.723309999999998,1.0,0,,"05/04/2014: Assailants stormed police headquarters in Odessa city, Odessa oblast, Ukraine. There were no reports of casualties in the attack, but windows were broken. No group claimed responsibility for the incident; however, sources attributed it to the Pro-Russia militia. Sources reported that the assailants were seeking the release of people who had been arrested in connection with the violence in Odessa on May 2, 2014.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Militsiya,Odessa Police Station,214.0,Ukraine,,,,,,,,,,,,,,,,,Pro-Russia Militia,,,,,,,0.0,,,0,3000.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Sticks were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""AFP: Around 3,000 Pro-Russian Militants Attack Police HQ in Ukraine's Odessa,"" AFP (North European Service), May 4, 2014.","""Ukraine police station in Odessa attacked,"" Al Jazeera, May 4, 2014.","""Pro-Russians storm police station in Odessa, Ukraine,"" Turkish Press, May 4, 2014.",START Primary Collection,0,0,0,0,
201409250028,2014,9,25,,0,,122,Maldives,6,South Asia,Male,Male,4.175278,73.508889,1.0,0,,"09/25/2014: Assailants attacked the Minivan News office building in Male city, Male province, Maldives. There were no reported casualties; however, security cameras were damaged in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,56.0,Other (including online news agencies),Minivan News,Office,122.0,Maldives,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the Minivan News office was targeted because the assailants believed it was not Islamic.",0.0,,,0,3.0,1.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A machete was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two security cameras and a building were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Maldives: Three Arrested in Connection With Minivan News Journalist's Disappearance,"" Minivan News Online, September 28, 2014.",,,START Primary Collection,-9,-9,0,-9,
201511110065,2015,11,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607711,-5.95621,1.0,0,The incident occurred along Crumlin Road in the Ardoyne neighborhood.,"11/11/2015: Assailants attacked a house on Crumlin Road in Ardoyne neighborhood, Belfast, Northern Ireland, United Kingdom. There were no reported casualties in the attack, but the house was damaged. No group claimed responsibility for the incident; however, sources attributed the attack to loyalists.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Loyalists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Northern Ireland.",0.0,,,0,3.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Hammers and crowbars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Attack on Catholic home blamed on loyalist gang,"" The Irish News, November 12, 2015.",,,START Primary Collection,0,0,1,1,
