eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
198403020014,1984,3,2,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,1.0,Gas/Oil/Electric,,gas station,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),People's Liberation Forces (FPL),,,,,,0.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,13.0,Unknown,,,,,,,,,,,Sabotage; Occupied,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198403020015,1984,3,2,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,1.0,Gas/Oil/Electric,,gas station,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),People's Liberation Forces (FPL),,,,,,0.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,13.0,Unknown,,,,,,,,,,,Sabotage; Occupied,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198404000009,1984,4,0,,0,,137,Mozambique,11,Sub-Saharan Africa,Maputo,Maputo,-25.891968,32.605135,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,,Electric Power Plant and water pumping stations,137.0,Mozambique,,,,,,,,,,,,,,,,,Mozambique National Resistance Movement (MNR),Presumed,,,,,,1.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Sabotage,0.0,,,0.0,,,1,,,,"Damages: sabotage, damaged equipment, caused blackout (electrical plant and water pumping stations)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198407210003,1984,7,21,,0,,92,India,6,South Asia,Unknown,Unknown,,,5.0,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,20,Unknown,,,,Important Canal,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Sabotage,0.0,,,0.0,,,1,,,,"Damages: disrupted water supply, flooded several villages (canal)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198408000003,1984,8,0,,0,,362,West Germany (FRG),8,Western Europe,Hesse,Erbenheim,50.055535,8.29729,1.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,US Military,US Military airfield,217.0,United States,,,,,,,,,,,,,,,,,Anarchio Scene,,,,,,,0.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Sabotage,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),19600.0,"Damages: destroyed Air traffic control equipment, cut cables to approach lighting systems outside base, broke landing lights, estimated at 30,000 marks (airfeild)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,1,1,1,
198605140015,1986,5,14,,0,,217,United States,1,North America,Arizona,Palo Verde,33.34835,-112.677484,1.0,0,"The incident occurred about 25-35 miles outside the nuclear power plant in Palo Verde, AZ","05/14/1986:  In Palo Verde, Arizona in the United States, unknown perpetrators sabotaged three 500,000-volt power lines (including the North Gila Line) to the Palo Verde Nuclear Generating Station, which is operated by the Arizona Nuclear Power Project, by climbing the towers and throwing metal-weighted ropes onto the wires.  The high-voltage power lines were short-circuited, and though no electricity was lost, damages were estimated at $29,000 for repairs to the power lines and set back construction on completion of the plant.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,Arizona Nuclear Power Project,three high-voltage power lines to the Palo Verde nuclear plant,217.0,United States,21.0,Utilities,107.0,Electricity,Palo Verde Nuclear Generating Station,"power lines , Palo Verde Nuclear Generating Station",217.0,United States,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,metal-weighted ropes thrown onto wires to short circuit power lines,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),29000.0,"cost $29,000 in repairs to the power lines",0.0,,,,,,,0.0,,,,,,,,,"The lines connect Palo Verde, located 50 miles west of downtown Phoenix, with two parts of the Phoenix metropolitan area and Yuma, in extreme southwestern Arizona.","""High-Voltage Lines to N-Plant Short-Circuited; Sabotage Blamed,"" The Associated Press, May 15, 1986.","Larry Lopez, ""A Puzzling Case Of Apparent Nuclear Sabotage,"" The Associated Press, June 3, 1986.","Lori K. Weinraub, ""Palo Verde sabotage probed,"" Mohave Daily Miner, May 16, 1986.",Eco Project 2010,-9,-9,0,-9,
198605150010,1986,5,15,,0,,19,Bangladesh,6,South Asia,Khulna,Bheramara,24.021144,88.991482,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,,express train,19.0,Bangladesh,,,,,,,,,,,,,,,,,Bangladesh Sarbahara Party,Undergroup Marxist Group,,,,,,1.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Sabotage,25.0,,,45.0,,,1,,,,"Damages: sabotage, plates holding sections of track removed, damaged train (express railway)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198710050012,1987,10,5,,0,,217,United States,1,North America,Arizona,Flagstaff,35.1982,-111.651304,1.0,0,,"10/05/1987:  Members of a group calling itself the ""Evan Mecham Eco-Terrorist International Conspiracy"" (EMETIC), claimed responsibility for using an acetylene torch to cut through support bolts in twelve pylons connected to cables which held the main ski chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, Arizona in the United States.  The propane torches were used to cut the polls along the newest chairlift at Agassiz Peak, and additionally, the perpetrators smashed windows at the terminal stations at the top of the lift as well as at a building used by ski patrol in the winter.  There were no casualties, but the property damage was estimated at $100,000. In a letter to local media outlets after the incident, the group stated more sabotage would follow.  Marc Leslie Davis and Margaret Katherine Millet, were arrested and in 1991, pled guilty and sentenced for their involvement in this incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8.0,Hotel/Resort,Fairfield Snow Bowl Ski Resort,"cables of the main chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, AZ",217.0,United States,,,,,,,,,,,,,,,,,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),,,,,,"The mountain peaks on which the ski resort sat, were considered sacred to the Navajo and Hopi Indian tribes, and the perpetrators criticized the US Forest Service for allowing the ski area to be built there back in the 1970s.",0.0,,,0,2.0,2.0,1.0,1.0,Letter,,,,,,,0.0,11,Sabotage Equipment,,,,,,,,,,,,,,,propane (acetylene) torch,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),100000.0,,0.0,,,,,,,0.0,,,,,,,,,"Although the lift was closed for winter opening preparation at the time of the incident, and no casualties occurred, the chairlift has the capability of holding 900 passengers on their way to the slopes and had the damage not been detected, serious injury, and even death may have occurred.  Ilse Asplund and Marc Baker, two other members of the group, may have also been involved in this incident, but it is uncertain.  Though, they were involved and charged (along with Marc Leslie Davis and Margaret Katherine Millet) in the November 1987 and October 1988 similar incidents of sabotage against the Fairfield Snow Bowl Ski area.  It is unclear if this group is an offshoot of Earth First!; however, a member of the Earth First! group was arrested in regards to these incidents for donating funds to EMETIC.","""Eco-Terrorism and Lawlessness on the National Forests,"" Federal Document Clearing House Congressional Testimony, Capitol Hill Hearing Testimony, February 12, 2002.","""Environmentalist placed at scene of ski lift vandalism,"" United Press International, June 20, 1991.","""Vandals Hit Ski Area Equipment,"" Mohave Daily Miner, October 9, 1987.",Eco Project 2010,0,0,0,0,
198711070018,1987,11,7,,0,,217,United States,1,North America,Arizona,Flagstaff,35.1982,-111.651304,1.0,0,,"11/07/1987: Members of the Evan Mecham Eco-Terrorist International Conspiracy (EMETIC), claimed responsibility for damaging the pylons and cables which supported the main ski chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, Arizona in the United States,   There were no casualties, but the property damage was estimated at $26,000 and an additional $30,000 to heighten security at the resort. In a letter to the ski resort, the group stated that ""if trees were not allowed to grow back"" and ""ski operations not discontinued,"" then more damage would occur. Marc Leslie Davis, Margaret Katherine Millet, Ilse Washington Asplund, and Marc Andre Baker were arrested and in 1991, pled guilty and sentenced for their involvement in this incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8.0,Hotel/Resort,Fairfield Snow Bowl Ski Resort,"cables of the main chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff, AZ",217.0,United States,,,,,,,,,,,,,,,,,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),,,,,,"To protest the destruction of trees, and the development of the ski resort and skiing activity on the land.",0.0,,,0,4.0,4.0,1.0,1.0,Letter,,,,,,,0.0,11,Sabotage Equipment,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),26000.0,"26,000 in damages to equipment, and an additional $30,000 in heightened security costs",0.0,,,,,,,0.0,,,,,,,,,"Although the lift was closed for winter opening preparation at the time of the incident, and no casualties occurred, the chairlift has the capability of holding 900 passengers on their way to the slopes and had the damage not been detected, serious injury, and even death may have occurred.  It is unclear if this group is an offshoot of Earth First!; however, a member of the Earth First! group was arrested in regards to these incidents for donating funds to EMETIC. This incident is related to similar sabotage incidents at the Fairfield Snow Bowl ski area by the same perpetrators, one in October 1987, and another in October 1988.","FBI, ""Terrorism in the United States: 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","Angela Astle, ""Sabotage of ski lift detailed in eco-trial,"" The Prescott Courier, June 21, 1991.","Charlene Smith, ""Environmental Activists Sentenced in Sabotage Case,"" The Associated Press, September 19, 1991.",Eco Project 2010,0,0,0,0,
198809250009,1988,9,25,,0,,217,United States,1,North America,Arizona,Grand Canyon,36.054885,-112.122099,4.0,0,"at uranium mines at North and South Rims at the Grand Canyon, Arizona","09/25/1988: Members of the Evan Mecham Eco-Terrorist International Conspiracy (EMETIC) cut thirty-four power poles , owned by Energy Fuels Nuclear (EFN), which were serving uranium mines at the North and South Rims of the Grand Canyon, Arizona, in the United States.  On the North Rim, five power poles were cut three-quarters of the way using a chain saw, causing power outages at two of the EFN uranium mines, and twenty-nine poles were cut at the Canyon Uranium Mine on the South Rim.  Three days later, a radio station in nearby Flagstaff, Arizona, received a letter in which the group EMETIC claimed responsibility for the destruction.  There were no casualties in the incident, but power was lost. Marc Leslie Davis, Margaret Katherine Millet, Ilse Washington Asplund, and Marc Andre Baker were indicted for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,Energy Fuels Nuclear,"power poles owned by Energy Furls Nuclear, which led to uranium mines",217.0,United States,,,,,,,,,,,,,,,,,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),,,,,,The specific motive is unknown; however this group is responsible for multiple incidents of sabotage against power lines and ski equipment,0.0,,,0,4.0,4.0,1.0,1.0,Letter,,,,,,,0.0,11,Sabotage Equipment,,,,,,,,,,,,,,,chain saw,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,power poles cut,0.0,,,,,,,0.0,,,,,,,,,"It is unclear if this group is an offshoot of Earth First! Members of this group also committed three incidents of sabotage at the Fairfield Snow Bowl Ski resort in Flagstaff, Arizona during this time period.","FBI, ""Terrorism in the United States: 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","""The charges against Earth First! members- a chronology,"" The Prescott Courier, June 11, 1991.","Holly J. Wolcott, ""Evidence links defendant to nuclear sabotage: Jury hears secretly recorded tapes,"" The Prescott Courier, July 12, 1991.",Eco Project 2010,0,0,0,0,
198810250013,1988,10,25,"October 25-26, 1988",0,,217,United States,1,North America,Arizona,Flagstaff,35.1982,-111.651304,1.0,0,,"10/25/1988: Members of the Evan Mecham Eco-Terrorist International Conspiracy (EMETIC), claimed responsibility for using an acetylene torch to cut through one of the main steel poll supports for the cable ski lift at the Fairfield Snow Bowl Ski Resort in Flagstaff, Arizona in the United States.  At 6:30am on October 26, an unidentified male caller phoned a radio station and claimed he was part of the EMETIC group, and claimed responsibility for the incident, similar to the incidents from 1987.  Additionally, several media representatives received letters from the group, also claiming their involvement in the incident. In 1991, Marc Leslie Davis, Margaret Katherine Millet, Ilse Washington Asplund, and Marc Andre Baker were sentenced for the attacks on the Fairfield Snow Bowl ski resort. No casualties resulted from the incident, but there was property damage, which amounted to over $26,000, after the previous incident in November 1987, and this incident combined.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Fairfield Snow Bowl Ski Resort,"cables of the chairlifts at the Fairfield Snow Bowl Ski Resort in Flagstaff, AZ",217.0,United States,,,,,,,,,,,,,,,,,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),,,,,,"To protest the destruction of trees, and the development of the ski resort and skiing activity on the land.",0.0,,,0,4.0,4.0,1.0,9.0,Other,,,,,,,0.0,11,Sabotage Equipment,,,,,,,,,,,,,,,propane (acetylene) torch,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),26000.0,,0.0,,,,,,,0.0,,,,,,,,,"Though the ski resort was not in operation at the time of the incident, the chairlift has the capability of holding 900 passengers on their way to the slopes and had the damage not been detected, serious injury, and even death may have occurred.  It is unclear if the group EMETIC is an offshoot of Earth First!; however, a member of the Earth First! group was arrested in regards to these incidents for donating funds to EMETIC. This incident is related to similar sabotage incidents at the Fairfield Snow Bowl ski area by the same perpetrators, one in October 1987, and another in November 1987.  All four perpetrators were tried and sentenced for these incidents of sabotage.","FBI, ""Terrorism in the United States: 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","Angela Astle, ""Sabotage of ski lift detailed in eco-trial,"" The Prescott Courier, June 21, 1991.","""The charges against Earth First! Members- a chronology,"" The Prescott Courier, June 11, 1991.",Eco Project 2010,0,0,0,0,
198812010006,1988,12,1,,0,,159,Peru,3,South America,Cusco,Cusco,-13.531688,-71.966924,1.0,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",,Government officials,217.0,United States,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Rod attached to train tracks - 10 inch,2.0,1.0,0.0,2.0,1.0,0.0,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,State Department 1997 Document,0,1,1,1,
